Hospital ID,Hospital,Year,Salaries,Employee Benefits,Salaries & Benefits,Supplies,Insurance,Professional Fees,Total Operating Expense,Total Operating Revenue,Net Patient Revenue,Other Operating Revenue,Operating Income,Net Income,Salaries & Benefits %,Insurance %,Supplies %,Professional Fees %,Salary YoY Growth,Insurance YoY Growth,Revenue YoY Growth
106361144,CHINO VALLEY MEDICAL CENTER,2021,32133899,11241974,43375873,8911115,841065,10001287,89164825,116894045,106213121,10680924,27729220,27787528,48.65,0.94,9.99,11.22,-0.23,-30.28,29.38
106361144,CHINO VALLEY MEDICAL CENTER,2022,27734200,9566787,37300987,7860697,1290487,14150050,87198932,100295506,98841762,1453744,13096574,13187384,42.78,1.48,9.01,16.23,-14.01,53.43,-14.2
106361144,CHINO VALLEY MEDICAL CENTER,2023,31462571,7409899,38872470,6518913,1422576,5807472,79908493,96760213,94807901,1952312,16851720,16788973,48.65,1.78,8.16,7.27,4.21,10.24,-3.52
106361144,CHINO VALLEY MEDICAL CENTER,2024,35489368,8599306,44088674,7485827,1362828,8246212,91720792,110816832,108889902,1926930,19096040,19215563,48.07,1.49,8.16,8.99,13.42,-4.2,14.53
106361166,MONTCLAIR HOSPITAL MEDICAL CENTER,2020,21620700,6600966,28221666,5114103,662196,1010545,51629548,58155722,57545100,610622,6526174,6576216,54.66,1.28,9.91,1.96,,,
106361166,MONTCLAIR HOSPITAL MEDICAL CENTER,2021,19655333,6194039,25849372,4345655,527672,3371958,53045056,62432904,62257927,174977,9387848,9668139,48.73,0.99,8.19,6.36,-8.41,-20.31,7.35
106361166,MONTCLAIR HOSPITAL MEDICAL CENTER,2022,19203410,6048660,25252070,3985834,700609,3537207,52073225,55105369,54880154,225215,3032144,3158387,48.49,1.35,7.65,6.79,-2.31,32.77,-11.74
106361166,MONTCLAIR HOSPITAL MEDICAL CENTER,2023,21763939,4463992,26227931,4113867,1032744,4086767,55513201,59935247,59652284,282963,4422046,4348501,47.25,1.86,7.41,7.36,3.86,47.41,8.76
106361166,MONTCLAIR HOSPITAL MEDICAL CENTER,2024,24287386,5019149,29306535,4277091,1200461,3357318,58981507,64071308,61863426,2207882,5089801,5035462,49.69,2.04,7.25,5.69,11.74,16.24,6.9
106361223,KAISER FOUNDATION HOSPITAL - FONTANA,2020,0,0,0,0,4234834,0,0,0,0,0,0,0,,,,,,,
106361223,KAISER FOUNDATION HOSPITAL - FONTANA,2021,337101931,149434940,486536871,140794136,5495601,43511246,1525959924,1647824483,1510714826,137109657,121864559,121614604,31.88,0.36,9.23,2.85,,29.77,
106361223,KAISER FOUNDATION HOSPITAL - FONTANA,2022,342494098,153213138,495707236,146886332,4436824,77728721,1525980416,1593949388,1456038743,137910645,67968972,68492090,32.48,0.29,9.63,5.09,1.88,-19.27,-3.27
106361223,KAISER FOUNDATION HOSPITAL - FONTANA,2023,382435387,169527920,551963307,143856153,6913666,34993894,1551203645,1654334951,1478350403,175984548,103131306,103736849,35.58,0.45,9.27,2.26,11.35,55.82,3.79
106361223,KAISER FOUNDATION HOSPITAL - FONTANA,2024,410826571,182854967,593681538,146957871,5226114,2271207,1719586769,1878871977,1653467924,225404053,159285208,160236863,34.52,0.3,8.55,0.13,7.56,-24.41,13.57
106361246,LOMA LINDA UNIVERSITY MEDICAL CENTER,2020,390563913,176104427,566668340,351601601,4427784,12770703,1326959778,1307308284,1204240425,103067859,-19651494,34352840,42.7,0.33,26.5,0.96,,,
106361246,LOMA LINDA UNIVERSITY MEDICAL CENTER,2021,393637916,167092721,560730637,343633344,7011387,15066026,1339437484,1404758251,1287727048,117031203,65320767,144772276,41.86,0.52,25.66,1.12,-1.05,58.35,7.45
106361246,LOMA LINDA UNIVERSITY MEDICAL CENTER,2022,442846364,171980789,614827153,401059542,7032966,57399030,1543522692,1509639331,1389019529,120619802,-33883361,36551504,39.83,0.46,25.98,3.72,9.65,0.31,7.47
106361246,LOMA LINDA UNIVERSITY MEDICAL CENTER,2023,436584442,190958243,627542685,430409864,5663925,55728288,1741723897,1643695424,1476103884,167591540,-98028473,-22256620,36.03,0.33,24.71,3.2,2.07,-19.47,8.88
106361246,LOMA LINDA UNIVERSITY MEDICAL CENTER,2024,486328067,199161141,685489208,349023516,8295947,32842600,1728294011,1759677071,1692986774,66690297,31383060,115579063,39.66,0.48,20.19,1.9,9.23,46.47,7.06
106361266,MOUNTAINS COMMUNITY HOSPITAL,2020,13306099,3048634,16354733,2013938,324486,1693890,26367274,26361826,25957057,404769,-5448,4481462,62.03,1.23,7.64,6.42,,,
106361266,MOUNTAINS COMMUNITY HOSPITAL,2021,15605956,3649258,19255214,2156536,311900,1348260,29514520,28695760,28371420,324340,-818760,8614234,65.24,1.06,7.31,4.57,17.73,-3.88,8.85
106361266,MOUNTAINS COMMUNITY HOSPITAL,2022,15623106,3366935,18990041,2782314,323316,1410590,31124265,28532483,28126150,406333,-2591782,4047934,61.01,1.04,8.94,4.53,-1.38,3.66,-0.57
106361266,MOUNTAINS COMMUNITY HOSPITAL,2023,17401158,3690831,21091989,2604746,307213,2373131,34232345,31740971,31362083,378888,-2491374,3092315,61.61,0.9,7.61,6.93,11.07,-4.98,11.25
106361266,MOUNTAINS COMMUNITY HOSPITAL,2024,19321164,4157222,23478386,3229918,332831,1484928,37119831,35082266,34516389,565877,-2037565,3682474,63.25,0.9,8.7,4.0,11.31,8.34,10.53
106361274,KINDRED HOSPITAL - ONTARIO,2020,19793928,5909517,25703445,5137395,637763,2250819,55882331,56648643,56445321,203322,766312,823294,46.0,1.14,9.19,4.03,,,
106361274,KINDRED HOSPITAL - ONTARIO,2021,19281489,5827610,25109099,5095661,701889,2464811,57329472,58044334,57774394,269940,714862,1167206,43.8,1.22,8.89,4.3,-2.31,10.05,2.46
106361274,KINDRED HOSPITAL - ONTARIO,2022,19970081,5578806,25548887,4664965,405178,4303660,57150736,53758318,53543855,214463,-3392418,-3314268,44.7,0.71,8.16,7.53,1.75,-42.27,-7.38
106361274,KINDRED HOSPITAL - ONTARIO,2023,22116016,5678467,27794483,4699706,613558,6003627,62716846,56135874,55916301,219573,-6580972,-6540844,44.32,0.98,7.49,9.57,8.79,51.43,4.42
106361274,KINDRED HOSPITAL - ONTARIO,2024,23849692,6334925,30184617,4889765,751669,2159202,62612157,58949980,58717165,232815,-3662177,-3421057,48.21,1.2,7.81,3.45,8.6,22.51,5.01
106361308,REDLANDS COMMUNITY HOSPITAL,2020,110487072,43677652,154164724,56605896,1698050,4010570,335436745,365116888,349442535,15674353,29680143,45084824,45.96,0.51,16.88,1.2,,,
106361308,REDLANDS COMMUNITY HOSPITAL,2021,113503818,47469585,160973403,58504309,1660113,4225187,366268602,360866852,354379924,6486928,-5401750,45579835,43.95,0.45,15.97,1.15,4.42,-2.23,-1.16
106361308,REDLANDS COMMUNITY HOSPITAL,2022,118144924,44422746,162567670,58936819,1743490,12184745,392510930,389863294,384962931,4900363,-2647636,-53766640,41.42,0.44,15.02,3.1,0.99,5.02,8.04
106361308,REDLANDS COMMUNITY HOSPITAL,2023,120528608,47180884,167709492,57594522,1485001,10563022,401250599,416822974,411023250,5799724,15572375,51412103,41.8,0.37,14.35,2.63,3.16,-14.83,6.92
106361308,REDLANDS COMMUNITY HOSPITAL,2024,125696157,46062498,171758655,59741227,1855049,10105808,414335519,405219068,400055698,5163370,-9116451,50435495,41.45,0.45,14.42,2.44,2.41,24.92,-2.78
106361318,SAN ANTONIO REGIONAL HOSPITAL,2020,135954030,71547901,207501931,74680874,3181315,19536096,401969806,439697703,401751150,37946553,37727897,54567357,51.62,0.79,18.58,4.86,,,
106361318,SAN ANTONIO REGIONAL HOSPITAL,2021,139934512,61539608,201474120,74726472,3732841,19434138,387853087,430398705,425257768,5140937,42545618,45378603,51.95,0.96,19.27,5.01,-2.9,17.34,-2.11
106361318,SAN ANTONIO REGIONAL HOSPITAL,2022,142932096,74081477,217013573,74724951,2706737,30344302,426168863,456022902,452959867,3063035,29854039,-1324482,50.92,0.64,17.53,7.12,7.71,-27.49,5.95
106361318,SAN ANTONIO REGIONAL HOSPITAL,2023,161616479,64964164,226580643,76377770,3229676,18686139,431634043,443263990,433765294,9498696,11629947,31150220,52.49,0.75,17.7,4.33,4.41,19.32,-2.8
106361318,SAN ANTONIO REGIONAL HOSPITAL,2024,173753317,65572480,239325797,83551486,4010294,18895654,467890737,488699552,485594306,3105246,20808815,28748882,51.15,0.86,17.86,4.04,5.62,24.17,10.25
106361323,COMMUNITY HOSPITAL OF SAN BERNARDINO,2020,91072389,47417717,138490106,19647202,1921046,4286936,263045759,254434604,247285070,7149534,-8611155,24158213,52.65,0.73,7.47,1.63,,,
106361323,COMMUNITY HOSPITAL OF SAN BERNARDINO,2021,93601123,53607225,147208348,21119414,3242522,7820217,281784500,277579528,264172372,13407156,-4204972,-1883028,52.24,1.15,7.49,2.78,6.3,68.79,9.1
106361323,COMMUNITY HOSPITAL OF SAN BERNARDINO,2022,95003967,52865537,147869504,21634407,1761836,11249687,271217239,251181150,249317170,1863980,-20036089,-13052843,54.52,0.65,7.98,4.15,0.45,-45.66,-9.51
106361323,COMMUNITY HOSPITAL OF SAN BERNARDINO,2023,99654594,58771170,158425764,19978891,3040549,5465768,288677882,292963095,284552454,8410641,4285213,6592251,54.88,1.05,6.92,1.89,7.14,72.58,16.63
106361323,COMMUNITY HOSPITAL OF SAN BERNARDINO,2024,105324757,56189822,161514579,21079254,2760382,5987665,322802509,367654756,366744685,910071,44852247,45035412,50.04,0.86,6.53,1.85,1.95,-9.21,25.5
106361339,ST. BERNARDINE MEDICAL CENTER,2020,129097603,66824080,195921683,55788629,2507100,8665528,423583507,390040357,378899397,11140960,-33543150,-31888853,46.25,0.59,13.17,2.05,,,
106361339,ST. BERNARDINE MEDICAL CENTER,2021,137789833,78532819,216322652,60706916,4098724,15148986,459525153,431062195,420330553,10731642,-28462958,-23832463,47.08,0.89,13.21,3.3,10.41,63.48,10.52
106361339,ST. BERNARDINE MEDICAL CENTER,2022,133628624,77223292,210851916,61155885,2919920,19927202,445107248,388711510,384862368,3849142,-56395738,-49351921,47.37,0.66,13.74,4.48,-2.53,-28.76,-9.82
106361339,ST. BERNARDINE MEDICAL CENTER,2023,140511756,75393292,215905048,59397805,4547676,21412372,470064685,452538328,442769707,9768621,-17526357,-14548095,45.93,0.97,12.64,4.56,2.4,55.75,16.42
106361339,ST. BERNARDINE MEDICAL CENTER,2024,150626319,73083999,223710318,60837299,4928431,19273110,523901070,542894919,541011323,1883596,18993849,21932713,42.7,0.94,11.61,3.68,3.62,8.37,19.97
106361343,ST. MARY MEDICAL CENTER - APPLE VALLEY,2020,109711267,49204928,158916195,40084218,5676615,11029618,316334999,387792574,375617238,12175336,71457575,74885727,50.24,1.79,12.67,3.49,,,
106361343,PROVDENCE ST. MARY MEDICAL CENTER,2021,108771894,51356487,160128381,47059017,4440194,18463347,340485584,368398860,364387614,4011246,27913276,85996975,47.03,1.3,13.82,5.42,0.76,-21.78,-5.0
106361343,PROVDENCE ST. MARY MEDICAL CENTER,2022,113745069,29823768,143568837,41814301,8564354,41019843,376431529,373417504,361148694,12268810,-3014025,-1414053,38.14,2.28,11.11,10.9,-10.34,92.88,1.36
106361343,PROVIDENCE ST. MARY MEDICAL CENTER,2023,124459195,52752978,177212173,40488128,8147875,22409609,371616001,372542088,367515016,5027072,926087,-2705224,47.69,2.19,10.9,6.03,23.43,-4.86,-0.23
106361343,PROVIDENCE ST. MARY MEDICAL CENTER,2024,126206771,58437804,184644575,43412700,7357528,17395383,392643338,389064176,385668526,3395650,-3579162,8686894,47.03,1.87,11.06,4.43,4.19,-9.7,4.43
106361370,VICTOR VALLEY GLOBAL MEDICAL CENTER,2020,33595096,7433200,41028296,15226371,292187,4370011,85641168,97531158,94937235,2593923,11889990,12078417,47.91,0.34,17.78,5.1,,,
106361370,VICTOR VALLEY GLOBAL MEDICAL CENTER,2021,36350263,8016473,44366736,16035469,370715,8878139,97165795,103265005,100566248,2698757,6099210,6260458,45.66,0.38,16.5,9.14,8.14,26.88,5.88
106361370,VICTOR VALLEY GLOBAL MEDICAL CENTER,2022,35493828,10861120,46354948,14294610,512813,10993870,96865681,100931437,100344280,587157,4065756,4237633,47.85,0.53,14.76,11.35,4.48,38.33,-2.26
106361370,VICTOR VALLEY GLOBAL MEDICAL CENTER,2023,35633325,10743189,46376514,14401934,1033262,8379747,93879293,96032506,95655301,377205,2153213,2316102,49.4,1.1,15.34,8.93,0.05,101.49,-4.85
106361370,VICTOR VALLEY GLOBAL MEDICAL CENTER,2024,34959773,13188118,48147891,12930160,850119,7467175,89801961,105414665,105269047,145618,15612704,15768476,53.62,0.95,14.4,8.32,3.82,-17.72,9.77
106361458,COLORADO RIVER MEDICAL CENTER,2020,4419772,720974,5140746,857290,165530,53023,9581292,11507453,9212979,2294474,1926161,1963394,53.65,1.73,8.95,0.55,,,
106361458,COLORADO RIVER MEDICAL CENTER,2021,4293283,735941,5029224,657485,208504,72932,9104837,10524270,9384175,1140095,1419433,1452942,55.24,2.29,7.22,0.8,-2.17,25.96,-8.54
106361458,COLORADO RIVER MEDICAL CENTER,2022,4023471,570463,4593934,779716,251836,113803,9617512,8143718,7848877,294841,-1473794,774572,47.77,2.62,8.11,1.18,-8.66,20.78,-22.62
106361458,COLORADO RIVER MEDICAL CENTER,2023,4416269,688613,5104882,798622,238383,50505,10160930,8822083,8620586,201497,-1338847,-1303764,50.24,2.35,7.86,0.5,11.12,-5.34,8.33
106361458,COLORADO RIVER MEDICAL CENTER,2024,4428702,620684,5049386,734865,254441,25000,9506808,11453819,10196458,1257361,1947011,2228958,53.11,2.68,7.73,0.26,-1.09,6.74,29.83
106361768,PATTON STATE HOSPITAL,2020,0,0,0,0,0,0,381295706,431307252,431307252,0,50011546,50018201,0.0,0.0,0.0,0.0,,,
106361768,PATTON STATE HOSPITAL,2021,0,0,0,0,0,0,374841110,427158261,427158261,0,52317151,52406910,0.0,0.0,0.0,0.0,,,-0.96
106361768,PATTON STATE HOSPITAL,2022,0,0,0,0,0,0,389549772,456813550,456813550,0,67263778,67277047,0.0,0.0,0.0,0.0,,,6.94
106361768,PATTON STATE HOSPITAL,2023,0,0,0,0,0,0,414006490,489240526,489240526,0,75234036,75248304,0.0,0.0,0.0,0.0,,,7.1
106361768,PATTON STATE HOSPITAL,2024,0,0,0,0,0,0,455214872,530311785,530311785,0,75096913,75097165,0.0,0.0,0.0,0.0,,,8.39
106362041,HI-DESERT MEDICAL CENTER,2020,25716056,12884801,38600857,6053101,1117649,2048504,73929863,78999024,74313491,4685533,5069161,5101369,52.21,1.51,8.19,2.77,,,
106362041,HI-DESERT MEDICAL CENTER,2021,25162215,11651800,36814015,6766572,1019391,5558331,79863646,85956640,85401016,555624,6092994,6094389,46.1,1.28,8.47,6.96,-4.63,-8.79,8.81
106362041,HI-DESERT MEDICAL CENTER,2022,25920531,11006058,36926589,6827001,948790,7716278,80907032,81545716,80000082,1545634,638684,672484,45.64,1.17,8.44,9.54,0.31,-6.93,-5.13
106362041,HI-DESERT MEDICAL CENTER,2023,25341534,10120160,35461694,6559633,1470996,8359475,81223897,77497951,76594118,903833,-3725946,-3694170,43.66,1.81,8.08,10.29,-3.97,55.04,-4.96
106362041,HI-DESERT MEDICAL CENTER,2024,28660325,11873356,40533681,6068233,1503007,7205705,87024409,95600061,94912377,687684,8575652,8568337,46.58,1.73,6.97,8.28,14.3,2.18,23.36
106364014,LOMA LINDA UNIVERSITY BEHAVIORAL MEDICINE CENTER,2020,21686994,7558634,29245628,929729,187937,712271,49094816,35733859,34024976,1708883,-13360957,-13185265,59.57,0.38,1.89,1.45,,,
106364014,LOMA LINDA UNIVERSITY BEHAVIORAL MEDICINE CENTER,2021,20667897,9829368,30497265,761628,67992,125270,46950182,38387813,34459595,3928218,-8562369,-8406980,64.96,0.14,1.62,0.27,4.28,-63.82,7.43
106364014,LOMA LINDA UNIVERSITY BEHAVIORAL MEDICINE CENTER,2022,24839929,10282740,35122669,1923697,267254,118280,50536181,38392298,36103009,2289289,-12143883,-8577567,69.5,0.53,3.81,0.23,15.17,293.07,0.01
106364014,LOMA LINDA UNIVERSITY BEHAVIORAL MEDICINE CENTER,2023,28408161,12480577,40888738,1960956,1079901,368367,60123507,45130633,39813922,5316711,-14992874,-14497572,68.01,1.8,3.26,0.61,16.42,304.07,17.55
106364050,CANYON RIDGE HOSPITAL,2020,13971653,2396460,16368113,1465339,233973,0,23484133,38933293,38569850,363443,15449160,15160494,69.7,1.0,6.24,0.0,,,
106364050,CANYON RIDGE HOSPITAL,2021,17365251,2607559,19972810,1705314,345045,0,29466269,46647456,46195134,452322,17181187,16824502,67.78,1.17,5.79,0.0,22.02,47.47,19.81
106364050,CANYON RIDGE HOSPITAL,2022,19257834,2910594,22168428,1763368,382204,0,31974304,49659574,49485841,173733,17685270,17228197,69.33,1.2,5.51,0.0,10.99,10.77,6.46
106364050,CANYON RIDGE HOSPITAL,2023,21128428,3434634,24563062,2007789,442579,0,35825015,57553696,57159253,394443,21728681,21456158,68.56,1.24,5.6,0.0,10.8,15.8,15.9
106364050,CANYON RIDGE HOSPITAL,2024,23030075,3589771,26619846,2038526,554300,0,38007628,62289473,62252662,36811,24281845,24061948,70.04,1.46,5.36,0.0,8.37,25.24,8.23
106364121,BALLARD REHABILITATION HOSPITAL,2020,11182163,2072836,13254999,903079,-102786,0,32597456,36885455,36871486,13969,4287999,3239846,40.66,-0.32,2.77,0.0,,,
106364121,BALLARD REHABILITATION HOSPITAL,2021,12101380,2431592,14532972,912786,162260,0,24002780,26099184,24843609,1255575,2096404,2096404,60.55,0.68,3.8,0.0,9.64,-257.86,-29.24
106364121,BALLARD REHABILITATION HOSPITAL,2022,11280364,1905583,13185947,870360,224151,0,23716886,25994290,25778014,216276,2277404,3483554,55.6,0.95,3.67,0.0,-9.27,38.14,-0.4
106364121,BALLARD REHABILITATION HOSPITAL,2023,11057652,1977669,13035321,820024,254692,0,27374244,24748915,24542198,206717,-2625329,-1638479,47.62,0.93,3.0,0.0,-1.14,13.63,-4.79
106364121,BALLARD REHABILITATION HOSPITAL,2024,12072360,2050828,14123188,983084,213697,0,27232547,26793562,26749631,43931,-438985,-438985,51.86,0.78,3.61,0.0,8.35,-16.1,8.26
106364144,DESERT VALLEY HOSPITAL,2020,51799390,14330064,66129454,20491645,1596242,5916226,155349034,178701247,169032315,9668932,23352213,24426647,42.57,1.03,13.19,3.81,,,
106364144,DESERT VALLEY HOSPITAL,2021,56966961,17196364,74163325,21353115,1547041,14220686,164565872,203494209,189760463,13733746,38928337,40098866,45.07,0.94,12.98,8.64,12.15,-3.08,13.87
106364144,DESERT VALLEY HOSPITAL,2022,56799832,17613384,74413216,18207142,1668056,11793835,163250939,183264741,182445848,818893,20013802,21339637,45.58,1.02,11.15,7.22,0.34,7.82,-9.94
106364144,DESERT VALLEY HOSPITAL,2023,66741889,16732808,83474697,23135164,2132089,4809720,169880669,203828475,202532728,1295747,33947806,34966395,49.14,1.26,13.62,2.83,12.18,27.82,11.22
106364144,DESERT VALLEY HOSPITAL,2024,78566738,17087689,95654427,21856643,2674728,9935290,196597721,245201522,242203038,2998484,48603801,50957916,48.65,1.36,11.12,5.05,14.59,25.45,20.3
106364188,KINDRED HOSPITAL - RANCHO,2020,15257354,4655971,19913325,4562803,481270,166503,43257960,44064394,43888291,176103,806434,917199,46.03,1.11,10.55,0.38,,,
106364188,KINDRED HOSPITAL - RANCHO,2021,15797207,4368491,20165698,4398907,544819,215342,43825866,41000869,40522959,477910,-2824997,-2683352,46.01,1.24,10.04,0.49,1.27,13.2,-6.95
106364188,KINDRED HOSPITAL - RANCHO,2022,12988272,3504904,16493176,3235437,348577,5352713,43014513,27891565,27732504,159061,-15122948,-14957100,38.34,0.81,7.52,12.44,-18.21,-36.02,-31.97
106364188,KINDRED HOSPITAL - RANCHO,2023,15172998,3981830,19154828,3511992,856495,3563482,44727443,33125215,32978765,146450,-11602228,-11440099,42.83,1.91,7.85,7.97,16.14,145.71,18.76
106364188,KINDRED HOSPITAL - RANCHO,2024,18974307,4866714,23841021,4289114,1088539,1369386,42562677,44757804,44545004,212800,2195127,2633477,56.01,2.56,10.08,3.22,24.46,27.09,35.12
106364231,ARROWHEAD REGIONAL MEDICAL CENTER,2020,233013879,97833530,330847409,93511979,2962704,24254473,630454491,533594718,511369927,22224791,-96859773,21366257,52.48,0.47,14.83,3.85,,,
106364231,ARROWHEAD REGIONAL MEDICAL CENTER,2021,253510499,129501138,383011637,96160931,2737835,22220397,703439558,609155863,544723451,64432412,-94283695,5501233,54.45,0.39,13.67,3.16,15.77,-7.59,14.16
106364231,ARROWHEAD REGIONAL MEDICAL CENTER,2022,274683042,63896012,338579054,96952074,2292540,72684524,729106973,704366463,673397687,30968776,-24740510,90770776,46.44,0.31,13.3,9.97,-11.6,-16.26,15.63
106364231,ARROWHEAD REGIONAL MEDICAL CENTER,2023,302657223,95422764,398079987,94848816,1599203,72628684,798215698,772739800,747611993,25127807,-25475898,36538478,49.87,0.2,11.88,9.1,17.57,-30.24,9.71
106364231,ARROWHEAD REGIONAL MEDICAL CENTER,2024,328068169,106836219,434904388,105965390,1943445,45934676,848960502,984485514,959927791,24557723,135525012,50537274,51.23,0.23,12.48,5.41,9.25,21.53,27.4
106364430,BARSTOW COMMUNITY HOSPITAL,2020,17799796,5946968,23746764,4722243,1023334,5081522,53528872,65139201,58038255,7100946,11610329,11593737,44.36,1.91,8.82,9.49,,,
106364430,BARSTOW COMMUNITY HOSPITAL,2021,16302038,6344716,22646754,5331820,1241311,18818857,69462107,71997455,67097901,4899554,2535348,2547325,32.6,1.79,7.68,27.09,-4.63,21.3,10.53
106364430,BARSTOW COMMUNITY HOSPITAL,2022,20094106,7670435,27764541,5126438,1217575,7342393,63379669,69370270,68172470,1197800,5990601,6006910,43.81,1.92,8.09,11.58,22.6,-1.91,-3.65
106364430,BARSTOW COMMUNITY HOSPITAL,2023,24083794,9149755,33233549,5393967,1024529,1376994,65012780,76859608,76311310,548298,11846828,11902797,51.12,1.58,8.3,2.12,19.7,-15.85,10.8
106364430,BARSTOW COMMUNITY HOSPITAL,2024,25031081,9096106,34127187,5687528,1519902,1856755,69538723,81441602,81240339,201263,11902879,11924307,49.08,2.19,8.18,2.67,2.69,48.35,5.96
106364451,TOTALLY KIDS REHABILITATION HOSPITAL,2020,11811836,3391443,15203279,2002417,357242,1642499,29316167,29373671,29373671,0,57504,3282504,51.86,1.22,6.83,5.6,,,
106364451,TOTALLY KIDS REHABILITATION HOSPITAL,2021,12478906,3365462,15844368,1600850,323458,2141239,31227047,31659826,30702666,957160,432779,1170382,50.74,1.04,5.13,6.86,4.22,-9.46,7.78
106364451,TOTALLY KIDS REHABILITATION HOSPITAL,2022,13722694,4020345,17743039,1695932,457275,1060247,33858166,31586669,31586669,0,-2271497,-2271497,52.4,1.35,5.01,3.13,11.98,41.37,-0.23
106364451,TOTALLY KIDS REHABILITATION HOSPITAL,2023,13844395,4285899,18130294,1954440,513112,302610,34616434,31415450,31414915,535,-3200984,-3200984,52.37,1.48,5.65,0.87,2.18,12.21,-0.54
106364451,TOTALLY KIDS REHABILITATION HOSPITAL,2024,14154201,4063346,18217547,2234124,459990,1187814,35837949,33584467,33583753,714,-2253482,-2253482,50.83,1.28,6.23,3.31,0.48,-10.35,6.9
106364502,LOMA LINDA UNIVERSITY CHILDREN'S HOSPITAL,2020,170083344,58049067,228132411,52886357,2042361,2696588,464883563,503043346,486517013,16526333,38159783,39241769,49.07,0.44,11.38,0.58,,,
106364502,LOMA LINDA UNIVERSITY CHILDREN'S HOSPITAL,2021,151824599,56714332,208538931,61236104,2072149,1446293,469970735,520599520,485823700,34775820,50628785,52918174,44.37,0.44,13.03,0.31,-8.59,1.46,3.49
